17136478	NP_476726	45549030
17136732	NP_476873	45549042
17136830	NP_476937	45549053
17137042	NP_477066	45549066
17137438	NP_477294	45549090
17864280	NP_524701	45549253
17864476	NP_524834	45549263
17864612	NP_524932	45549272
17933624	NP_525106	45549285
18857991	NP_572506	45549349
18859711	NP_572862	45549365
19921274	NP_609665	45550188
19921422	NP_609786	45550341
19921658	NP_610175	45550363
19921916	NP_610499	45550393
19922204	NP_610915	45550424
19922832	NP_611815	45550504
20128897	NP_569958	45549300
20129181	NP_608708	45550109
20129735	NP_610248	45550373
20129755	NP_610287	45550377
20129831	NP_610523	45550400
20129853	NP_610577	45550403
20129877	NP_610653	45550408
20130045	NP_611110	45550436
20130137	NP_611379	45550461
21357037	NP_652729	45550900
21357493	NP_649625	45550698
21357619	NP_652635	62484336
21955251	NP_610482	45550390
22024238	NP_611640	45550486
22026918	NP_611753	45550497
24580672	NP_608534	45550087
24580813	NP_608581	45550094
24580817	NP_722689	45550906
24580908	NP_608612	45550100
24580949	NP_608623	45550101
24581180	NP_722823	45550918
24581628	NP_608826	45550123
24582063	NP_608974	45550134
24582210	NP_609023	45550139
24582219	NP_609027	45550141
24582239	NP_723186	45550939
24582510	NP_647614	45550519
24583146	NP_723494	45550957
24583256	NP_609356	45550174
24583312	NP_609368	45550177
24583408	NP_723584	45550963
24583438	NP_609406	45550179
24583474	NP_723600	62484356
24583686	NP_723670	45550965
24583791	NP_652665	45550895
24583965	NP_723771	45550970
24583967	NP_723772	45550972
24584032	NP_723789	45550973
24584144	NP_609661	45550187
24584236	NP_609688	45550190
24585027	NP_609902	62484241
24585060	NP_609916	45550350
24585245	NP_609974	45550352
24585459	NP_652670	45550896
24585524	NP_652593	45550893
24585679	NP_610111	56292537
24585705	NP_724355	62484373
24585707	NP_724356	62484375
24585767	NP_610133	62484247
24585977	NP_610209	45550365
24585981	NP_610210	45550366
24586115	NP_652315	45550886
24586487	NP_610348	62484252
24586489	NP_724643	62484380
24586585	NP_476627	45549022
24638532	NP_726534	45551167
24638595	NP_651919	45550876
24638609	NP_726568	45551181
24638660	NP_524625	62484190
24638750	NP_524638	45549245
24638774	NP_524635	45549243
24639406	NP_477338	45549097
24639569	NP_570074	45549303
24639571	NP_726889	45551411
24639573	NP_570076	45549305
24639705	NP_476674	56292493
24639772	NP_572191	45549306
24640042	NP_511054	45549114
24640158	NP_572329	45549321
24640170	NP_572336	45549330
24640353	NP_511069	45549118
24640457	NP_572426	45549338
24640566	NP_572470	62484204
24640647	NP_511091	45549123
24640817	NP_727339	45551442
24640826	NP_572566	45549357
24640982	NP_511104	45549126
24641025	NP_572631	56300031
24641027	NP_727425	56311417
24641294	NP_727526	62484427
24641296	NP_572716	62484206
24641427	NP_572756	45549362
24641654	NP_572847	45549363
24641660	NP_572850	45549364
24641957	NP_727769	45551456
24641997	NP_511154	45549129
24642021	NP_572973	45549457
24642214	NP_727866	45551461
24642229	NP_573049	45549559
24642276	NP_573070	45549562
24642363	NP_523358	45549137
24642452	NP_573114	45549573
24642611	NP_573148	45549574
24642664	NP_573169	62484210
24642801	NP_573220	62484212
24642808	NP_573222	45549577
24642836	NP_573237	45549578
24642908	NP_573259	45549581
24643459	NP_728323	45551484
24643516	NP_523422	45549144
24643640	NP_608436	45550085
24643702	NP_476738	45549036
24643755	NP_728438	56311464
24643757	NP_728439	56311466
24644314	NP_649556	45550694
24644592	NP_649650	45550701
24644644	NP_649669	45550703
24644739	NP_524250	45549216
24644764	NP_649701	45550704
24644899	NP_731186	45551845
24644958	NP_649761	45550709
24645061	NP_649797	45550712
24645115	NP_649812	45550715
24645332	NP_524288	45549219
24645501	NP_649941	62484293
24645621	NP_649983	45550724
24645642	NP_649986	45550725
24645653	NP_649991	45550727
24645778	NP_650019	45550734
24645859	NP_650047	45550736
24646020	NP_650097	45550738
24646436	NP_650249	45550747
24646496	NP_524342	45549221
24647083	NP_732007	45551902
24647100	NP_650445	45550753
24647490	NP_650565	45550758
24647850	NP_650683	45550762
24647921	NP_650709	45550766
24648319	NP_650856	45550770
24648433	NP_650893	45550774
24648459	NP_650900	45550775
24648461	NP_650901	45550776
24648480	NP_650904	45550777
24648617	NP_650939	45550781
24648674	NP_650958	62484310
24648700	NP_650967	45550786
24648919	NP_651012	45550788
24649078	NP_651070	62484314
24649109	NP_651080	45550794
24649122	NP_732790	45551950
24649214	NP_651126	62484316
24649351	NP_651159	45550797
24649381	NP_732892	45551953
24649409	NP_651182	45550800
24649413	NP_732904	45551956
24649648	NP_651251	45550813
24649661	NP_651256	45550815
24649671	NP_651260	45550816
24649735	NP_733023	45551962
24649741	NP_651276	45550818
24649768	NP_524488	45549231
24649828	NP_733056	45551969
24649850	NP_651312	45550827
24649861	NP_651315	45550828
24649906	NP_651329	45550829
24649980	NP_651361	45550830
24650013	NP_733092	45551974
24650097	NP_651407	62484318
24650284	NP_733144	45551983
24650296	NP_651472	45550836
24650553	NP_524527	45549234
24650769	NP_733241	45551991
24650862	NP_651632	45550845
24651324	NP_651776	45550861
24651579	NP_733416	45552011
24651653	NP_651870	45550869
24651772	NP_651901	45550871
24651791	NP_651904	45550872
24652105	NP_724796	45551042
24652112	NP_610497	45550392
24652154	NP_724816	45551050
24652309	NP_724878	45551059
24652444	NP_610586	45550404
24652745	NP_725049	45551082
24652762	NP_523699	62484083
24652766	NP_725057	62484388
24652834	NP_725084	45551086
24652930	NP_610749	45550417
24653484	NP_610914	45550423
24653674	NP_610973	45550428
24653758	NP_611008	45550431
24654078	NP_611099	45550435
24654195	NP_611138	45550439
24654341	NP_611186	45550446
24654471	NP_611236	45550451
24654546	NP_611251	45550453
24654936	NP_728558	45551496
24655250	NP_611375	45550460
24655830	NP_652364	45550887
24655912	NP_611439	45550467
24656112	NP_524679	45549251
24656334	NP_524857	45549265
24656355	NP_647762	45550531
24656759	NP_647806	45550534
24656808	NP_611562	45550476
24657202	NP_647856	45550539
24657252	NP_728940	62484444
24657256	NP_728941	62484446
24657279	NP_726108	45551144
24657407	NP_611624	45550485
24657678	NP_647904	45550540
24657798	NP_611651	45550489
24658403	NP_647971	62484276
24658681	NP_611723	45550495
24659028	NP_648023	45550544
24659468	NP_611795	45550502
24659986	NP_648107	45550550
24660258	NP_648137	45550554
24660603	NP_648173	45550562
24660989	NP_523974	45549201
24661455	NP_729468	45551539
24661467	NP_648300	62484278
24661822	NP_729528	45551540
24662001	NP_648366	45550585
24662317	NP_648412	45550589
24662672	NP_648465	45550594
24662713	NP_648471	45550596
24663114	NP_611293	45550455
24663118	NP_648544	45550598
24663127	NP_648547	45550599
24663188	NP_648556	45550602
24663336	NP_648583	45550605
24663344	NP_648585	45550607
24663407	NP_729819	45551551
24663714	NP_524056	45549202
24663775	NP_648641	45550609
24663802	NP_648646	45550610
24664026	NP_729947	56311470
24664660	NP_524087	45549204
24664951	NP_648826	45550629
24665565	NP_648926	45550632
24665725	NP_648946	45550638
24665794	NP_730245	62484464
24666240	NP_524135	45549208
24666323	NP_649040	45550648
24666749	NP_649114	56308430
24666753	NP_649115	56308438
24667059	NP_649155	45550656
24667163	NP_649172	45550658
24667207	NP_649182	45550660
24667318	NP_649200	45550664
24667353	NP_649205	45550666
24667565	NP_649238	45550667
24668405	NP_730694	45551819
24668585	NP_649396	45550688
24762602	NP_523841	45549186
24762669	NP_523849	45549187
24762676	NP_611936	45550514
24762759	NP_726490	45551164
28571147	NP_788890	45552124
28571218	NP_573112	45549572
28571383	NP_788889	45552123
28571410	NP_788882	45552120
28571432	NP_572304	45549316
28571537	NP_731094	45551838
28571623	NP_788628	45552106
28571641	NP_788635	45552108
28571922	NP_733309	45552000
28572086	NP_524470	45549226
28573259	NP_730813	62484342
28573551	NP_788401	45552066
28573583	NP_611530	45550473
28573597	NP_611574	45550479
28573893	NP_788308	45552047
28573926	NP_788300	45552041
28573977	NP_476642	62474635
28574320	NP_724307	45551013
28574454	NP_788486	45552080
28574529	NP_729990	45551557
28574597	NP_788521	45552095
28574735	NP_722914	45550927
28574939	NP_648312	45550579
30923510	EAA45988	51951000
30923526	EAA46004	51951003
30923599	EAA46076	51951049
30923629	EAA46106	51951056
30923630	EAA46107	51951057
30923691	EAA46168	51951092
30923692	EAA46169	51951093
30923716	EAA46193	51951101
30923726	EAA46203	51951104
30923835	EAA46312	51951150
45549044	NP_476892	56411584
45549060	NP_477004	56292949
45550161	NP_609288	62484236
45550507	NP_611885	62484263
45550710	NP_649776	62484291
45551161	NP_726389	62484392
45551175	NP_726560	62484397
45551179	NP_726565	62484401
45551918	NP_732284	56317960
