1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	26
27	27
27	28
28	29
29	30
30	31
31	32
32	33
33	34
34	35
35	36
36	37
37	38
38	39
39	40
40	41
41	42
42	43
43	44
44	45
45	46
46	47
47	48
48	49
49	50
49	51
50	52
51	53
52	54
53	55
54	56
55	57
56	58
57	59
58	60
59	61
60	62
61	63
62	64
63	65
64	66
65	67
66	68
67	69
68	70
69	71
69	72
70	73
70	74
71	75
72	76
73	77
74	78
75	79
76	80
77	81
78	82
78	83
79	84
80	85
81	86
82	87
83	88
84	89
85	90
86	91
86	92
87	93
88	94
89	95
90	96
91	97
92	98
93	99
94	100
95	101
96	102
97	103
98	104
99	105
100	106
101	107
102	108
103	109
104	110
105	111
106	112
107	113
108	114
109	115
110	116
111	117
112	118
113	119
114	120
115	121
116	122
117	123
118	124
119	125
120	126
121	127
122	128
123	129
124	130
125	131
126	132
127	133
128	134
129	135
130	136
131	137
132	138
133	139
134	140
135	141
136	142
136	143
137	144
138	145
139	146
140	147
141	148
142	149
143	150
144	151
144	152
145	153
146	154
147	155
148	156
148	157
149	158
150	159
150	160
151	161
152	162
153	163
154	164
155	165
156	166
156	167
157	168
158	169
158	170
159	171
160	172
161	173
162	174
163	175
164	176
165	177
166	178
167	179
168	180
169	181
170	182
171	183
172	184
173	185
174	186
175	187
176	188
177	189
178	190
179	191
180	192
181	193
182	194
183	195
184	196
185	197
186	198
187	199
188	200
189	201
190	202
191	203
192	204
193	205
194	206
195	207
196	208
197	209
198	210
199	211
200	212
201	213
202	214
203	215
204	216
205	217
206	218
207	219
207	220
208	221
209	222
210	223
211	224
212	225
213	226
214	227
215	228
216	229
217	230
218	231
219	232
220	233
220	234
221	235
222	236
223	237
224	238
225	239
226	240
227	241
228	242
229	243
230	244
230	245
231	246
231	247
232	248
233	249
234	250
235	251
236	252
237	253
238	254
239	255
240	256
241	257
242	258
243	259
244	260
245	261
246	262
247	263
247	264
248	265
249	266
250	267
251	268
252	269
253	270
254	271
255	272
256	273
257	274
258	275
259	276
259	277
260	278
261	279
262	280
263	281
263	282
264	283
265	284
266	285
267	286
268	287
269	288
270	289
271	290
271	291
272	292
273	293
274	294
275	295
276	296
277	297
278	298
279	299
280	300
281	301
282	302
283	303
284	304
285	305
286	306
287	307
288	308
289	309
290	310
291	311
292	312
293	313
294	314
295	315
296	316
297	317
298	318
299	319
300	320
301	321
302	322
303	323
304	324
305	325
306	326
307	327
308	328
309	329
310	330
311	331
312	332
314	333
315	334
316	335
317	336
318	337
319	338
320	339
321	340
322	341
323	342
324	343
325	344
326	345
327	346
328	347
329	348
330	349
331	350
332	351
333	352
333	353
334	354
335	355
336	356
337	357
338	358
338	359
339	360
340	361
341	362
342	363
343	364
344	365
345	366
345	367
346	368
347	369
348	370
349	371
349	372
350	373
351	374
352	375
353	376
353	377
354	378
355	379
356	380
357	381
358	382
359	383
360	384
361	385
362	386
363	387
364	388
365	389
366	390
366	391
367	392
367	393
368	394
369	395
370	396
371	397
372	398
373	399
374	400
375	401
376	402
377	403
378	404
379	405
380	406
381	407
381	408
382	409
383	410
384	411
385	412
386	413
387	414
388	415
389	416
390	417
390	418
391	419
392	420
393	421
394	422
395	423
396	424
397	425
398	426
399	427
400	428
401	429
402	430
403	431
404	432
405	433
406	434
407	435
408	436
408	437
409	438
410	439
411	440
412	441
413	442
414	443
415	444
416	445
417	446
418	447
419	448
420	449
421	450
422	451
423	452
424	453
425	454
426	455
427	456
428	457
429	458
430	459
431	460
432	461
432	462
433	463
434	464
435	465
436	466
437	467
438	468
439	469
439	470
440	471
440	472
441	473
441	474
442	475
442	476
443	477
444	478
445	479
445	480
446	481
447	482
448	483
449	484
450	485
451	486
452	487
453	488
454	489
454	490
455	491
456	492
457	493
458	494
459	495
460	496
461	497
462	498
463	499
464	500
465	501
466	502
467	503
468	504
469	505
470	506
471	507
472	508
473	509
474	510
475	511
476	512
477	513
478	514
479	515
480	516
481	517
482	518
483	519
484	520
485	521
486	522
487	523
488	524
489	525
490	526
491	527
492	528
493	529
494	530
495	531
496	532
497	533
498	534
499	535
500	536
501	537
502	538
503	539
504	540
505	541
506	542
507	543
508	544
509	545
510	546
511	547
512	548
513	549
514	550
515	551
516	552
517	553
518	554
519	555
520	556
521	557
522	558
523	559
524	560
525	561
526	562
527	563
528	564
529	565
530	566
